Year,Product line,Product type,Product,Order method type,Retailer country, Revenue , Planned revenue , Product cost ,   Quantity   , Unit cost , Unit price , Gross profit , Unit sale price 
2004,Personal Accessories,Binoculars,Seeker 50,E-mail,Korea,23447,25213,17405,188,93,134,6042,125
2004,Personal Accessories,Knives,Edge Extreme,E-mail,Germany,23375,25135,16800,210,80,120,6575,111
2004,Personal Accessories,Binoculars,Seeker 35,E-mail,Netherlands,23305,25059,16943,238,71,105,6362,98
2004,Personal Accessories,Watches,Mountain Man Extreme,E-mail,Netherlands,23244,24728,9760,84,116,294,13485,277
2004,Personal Accessories,Eyewear,Inferno,E-mail,United States,23010,23010,13581,354,38,65,9429,65
2004,Personal Accessories,Binoculars,Seeker Mini,E-mail,Sweden,22746,24299,11360,284,40,86,11386,80
2004,Personal Accessories,Knives,Bear Survival Edge,E-mail,Japan,21801,23442,11430,254,45,92,10371,86
2004,Personal Accessories,Binoculars,Seeker 50,E-mail,Sweden,21577,23201,16016,173,93,134,5560,125
2004,Personal Accessories,Knives,Double Edge,E-mail,Sweden,21111,21765,14950,1308,11,17,6161,16
2004,Personal Accessories,Watches,Kodiak,E-mail,United States,20932,20932,11417,174,66,120,9515,120
2004,Personal Accessories,Watches,Mountain Man Deluxe,E-mail,Germany,20780,22345,10686,274,39,82,10094,76
2004,Personal Accessories,Eyewear,Polar Ice,E-mail,Korea,20562,22110,9988,201,50,110,10575,102
2004,Personal Accessories,Navigation,Glacier GPS,E-mail,Sweden,20518,22062,14846,189,79,117,5672,109
2004,Personal Accessories,Knives,Bear Survival Edge,E-mail,Sweden,20227,21688,10575,235,45,92,9652,86
2004,Personal Accessories,Eyewear,Polar Ice,E-mail,Sweden,19949,21450,9690,195,50,110,10259,102
2004,Personal Accessories,Watches,TX,E-mail,United States,19648,19648,10789,106,102,185,8859,185
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,Netherlands,18902,19798,9090,202,45,98,9812,94
2004,Personal Accessories,Watches,Mountain Man Extreme,E-mail,Germany,18796,19723,7785,67,116,294,11011,281
2004,Personal Accessories,Binoculars,Seeker 35,E-mail,Spain,18703,20110,13597,191,71,105,5105,98
2004,Personal Accessories,Eyewear,Hawk Eye,E-mail,United States,18549,18549,10911,458,24,41,7638,41
2004,Personal Accessories,Watches,Mountain Man Extreme,E-mail,Sweden,18437,19429,7669,66,116,294,10768,280
2004,Personal Accessories,Binoculars,Seeker 50,E-mail,United States,17835,19178,13239,143,93,134,4596,125
2004,Personal Accessories,Binoculars,Seeker Extreme,E-mail,Korea,17328,18632,9600,102,94,183,7728,170
2004,Personal Accessories,Watches,Mountain Man Digital,E-mail,Italy,16467,16977,8160,408,20,42,8307,40
2004,Personal Accessories,Eyewear,Cat Eye,E-mail,United States,16354,16354,10534,410,25,39,5820,39
2004,Personal Accessories,Watches,Mountain Man Analog,E-mail,Sweden,16119,16619,10200,340,30,49,5919,47
2004,Personal Accessories,Eyewear,Polar Sports,E-mail,Sweden,16090,17301,8302,141,59,123,7787,114
2004,Personal Accessories,Watches,Mountain Man Analog,E-mail,Korea,15061,15690,9630,321,30,49,5431,47
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Germany,14844,15769,6668,255,26,62,8175,58
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,Korea,14766,15878,7290,162,45,98,7476,91
2004,Personal Accessories,Navigation,Glacier Deluxe,E-mail,Sweden,14417,15430,8997,160,56,96,5420,90
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Germany,14068,14439,6209,151,41,96,7859,93
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Korea,13885,14630,6291,153,41,96,7593,91
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,Sweden,13244,13819,6345,141,45,98,6899,94
2004,Personal Accessories,Eyewear,Polar Extreme,E-mail,Germany,12956,13495,6598,91,73,148,6358,142
2004,Personal Accessories,Knives,Max Gizmo,E-mail,United States,12339,12339,5691,323,18,38,6647,38
2004,Personal Accessories,Watches,Venue,E-mail,United States,12320,12320,6984,176,40,70,5336,70
2004,Personal Accessories,Watches,Mountain Man Deluxe,E-mail,Sweden,12059,12966,6201,159,39,82,5858,76
2004,Personal Accessories,Knives,Bear Edge,E-mail,Japan,11826,12318,7153,304,24,41,4672,39
2004,Personal Accessories,Watches,Mountain Man Analog,E-mail,Netherlands,11683,12171,7470,249,30,49,4213,47
2004,Personal Accessories,Binoculars,Seeker Mini,E-mail,Netherlands,10910,11636,5440,136,40,86,5470,80
2004,Personal Accessories,Binoculars,Seeker Mini,E-mail,Spain,10901,11722,5480,137,40,86,5421,80
2004,Personal Accessories,Watches,Legend,E-mail,United States,10780,10780,5895,45,129,237,4885,237
2004,Personal Accessories,Navigation,Glacier Deluxe,E-mail,Japan,10404,11187,6523,116,56,96,3881,90
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,Japan,10335,10879,4995,111,45,98,5340,93
2004,Personal Accessories,Watches,Mountain Man Digital,E-mail,Korea,10147,10569,5080,254,20,42,5067,40
2004,Personal Accessories,Watches,Mountain Man Deluxe,E-mail,Korea,9632,10357,4953,127,39,82,4679,76
2004,Personal Accessories,Watches,Mountain Man Digital,E-mail,Sweden,9444,9737,4680,234,20,42,4764,40
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,Italy,8128,8429,3870,86,45,98,4258,95
2004,Personal Accessories,Knives,Bear Survival Edge,E-mail,Spain,7639,8214,4005,89,45,92,3634,86
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Japan,7608,8101,3426,131,26,62,4183,58
2004,Personal Accessories,Eyewear,Polar Sports,E-mail,Italy,7303,7853,3768,64,59,123,3535,114
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Italy,7298,7458,3207,78,41,96,4090,94
2004,Personal Accessories,Knives,Double Edge,E-mail,Spain,7263,7488,5144,450,11,17,2120,16
2004,Personal Accessories,Watches,Mountain Man Analog,E-mail,United States,7226,7528,4620,154,30,49,2606,47
2004,Personal Accessories,Watches,Mountain Man Digital,E-mail,Netherlands,7063,7282,3500,175,20,42,3563,40
2004,Personal Accessories,Knives,Bear Survival Edge,E-mail,United States,6952,7475,3645,81,45,92,3307,86
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Sweden,6639,6988,2955,113,26,62,3684,59
2004,Personal Accessories,Eyewear,Polar Ice,E-mail,Spain,6343,6820,3081,62,50,110,3262,102
2004,Personal Accessories,Knives,Pocket Gizmo,E-mail,United States,6307,6307,2441,517,5,12,3866,12
2004,Personal Accessories,Watches,Mountain Man Combination,E-mail,United States,5988,6371,2925,65,45,98,3063,92
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Korea,5981,6431,2720,104,26,62,3261,58
2004,Personal Accessories,Eyewear,Polar Extreme,E-mail,Italy,5865,6080,2973,41,73,148,2893,143
2004,Personal Accessories,Watches,Mountain Man Digital,E-mail,United States,5114,5326,2560,128,20,42,2554,40
2004,Personal Accessories,Eyewear,Polar Extreme,E-mail,Korea,5103,5487,2683,37,73,148,2421,138
2004,Personal Accessories,Eyewear,Dante,E-mail,United States,5028,5028,3017,119,25,42,2011,42
2004,Personal Accessories,Eyewear,Polar Extreme,E-mail,Sweden,4891,5042,2465,34,73,148,2426,144
2004,Personal Accessories,Eyewear,Polar Sports,E-mail,Denmark,4793,5153,2473,42,59,123,2320,114
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,United States,4601,4947,2092,80,26,62,2509,58
2004,Personal Accessories,Watches,Mountain Man Analog,E-mail,Spain,4599,4741,2910,97,30,49,1689,47
2004,Personal Accessories,Eyewear,Capri,E-mail,United States,4100,4100,2653,108,24,38,1446,38
2004,Personal Accessories,Eyewear,Polar Ice,E-mail,Denmark,3990,4290,1938,39,50,110,2052,102
2004,Personal Accessories,Navigation,Trail Master,E-mail,United States,3650,3650,2314,10,231,365,1336,365
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Japan,3432,3538,1521,37,41,96,1910,93
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Spain,3349,3525,1491,57,26,62,1858,59
2004,Personal Accessories,Navigation,Trail Scout,E-mail,United States,3332,3332,2100,14,150,238,1232,238
2004,Personal Accessories,Eyewear,Fairway,E-mail,United States,3284,3284,1917,163,12,20,1368,20
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Italy,3231,3401,1438,55,26,62,1793,59
2004,Personal Accessories,Watches,Lux,E-mail,United States,3096,3096,1635,18,91,172,1461,172
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Sweden,2875,2964,1275,31,41,96,1601,93
2004,Personal Accessories,Eyewear,Polar Sun,E-mail,Denmark,2553,2659,1124,43,26,62,1428,59
2004,Personal Accessories,Eyewear,Polar Extreme,E-mail,Spain,2445,2521,1233,17,73,148,1213,144
2004,Personal Accessories,Binoculars,Opera Vision,E-mail,United States,2420,2420,1104,22,50,110,1316,110
2004,Personal Accessories,Eyewear,Polar Wave,E-mail,Denmark,1817,1817,781,19,41,96,1036,96
2004,Personal Accessories,Navigation,Trail Star,E-mail,United States,1694,1694,973,11,88,154,721,154
2004,Personal Accessories,Eyewear,Trendi,E-mail,United States,1409,1409,830,29,29,49,579,49
2004,Personal Accessories,Eyewear,Zone,Fax,Canada,192083,192083,128617,6289,20,31,63466,31
2004,Personal Accessories,Eyewear,Zone,Fax,Germany,185989,185989,124404,6086,20,31,61585,31
2004,Personal Accessories,Knives,Single Edge,Fax,Singapore,181847,198550,132988,15536,9,13,48859,12
2004,Personal Accessories,Eyewear,Zone,Fax,Austria,178231,178231,117812,5822,20,31,60419,31
2004,Personal Accessories,Knives,Edge Extreme,Fax,Singapore,175313,188512,126000,1575,80,120,49313,111
2004,Personal Accessories,Watches,Legend,Fax,Japan,162380,162380,90177,661,137,246,72203,246
2004,Personal Accessories,Watches,TX,Fax,Germany,160864,160864,88014,857,103,188,72850,188
2004,Personal Accessories,Eyewear,Dante,Fax,Japan,153283,153283,95196,3628,26,42,58087,42
2004,Personal Accessories,Eyewear,Zone,Fax,Japan,139626,139626,92523,4568,20,31,47103,31
2004,Personal Accessories,Watches,TX,Fax,Japan,137336,137336,74351,718,103,190,62985,190
2004,Personal Accessories,Watches,TX,Fax,Mexico,136776,136776,74405,725,103,189,62371,189
2004,Personal Accessories,Watches,TX,Fax,Canada,132820,132820,72587,702,103,189,60233,189
2004,Personal Accessories,Knives,Single Edge,Fax,Finland,127342,136874,91678,10710,9,13,35664,12
2004,Personal Accessories,Watches,Legend,Fax,Canada,121120,121120,67399,485,142,254,53721,254
2004,Personal Accessories,Watches,Legend,Fax,Germany,120680,120680,67024,492,140,250,53656,250
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Singapore,119057,128018,62823,356,176,360,56234,334
2004,Personal Accessories,Eyewear,Cat Eye,Fax,Canada,119038,119038,79953,4160,19,29,39085,29
2004,Personal Accessories,Eyewear,Zone,Fax,Mexico,113216,113216,75153,3706,20,31,38063,31
2004,Personal Accessories,Watches,Kodiak,Fax,Japan,112120,112120,60979,932,65,120,51141,120
2004,Personal Accessories,Watches,Venue,Fax,Canada,111720,111720,63962,1596,40,70,47758,70
2004,Personal Accessories,Eyewear,Cat Eye,Fax,Japan,92596,92596,61044,3167,20,31,31551,31
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,United States,91299,98171,48176,273,176,360,43123,334
2004,Personal Accessories,Knives,Edge Extreme,Fax,United States,90940,97787,65360,817,80,120,25580,111
2004,Personal Accessories,Knives,Edge Extreme,Fax,Brazil,90050,96829,64720,809,80,120,25330,111
2004,Personal Accessories,Knives,Single Edge,Fax,Brazil,89499,95237,63789,7452,9,13,25709,12
2004,Personal Accessories,Eyewear,Fairway,Fax,Germany,88620,88620,52032,4398,12,20,36588,20
2004,Personal Accessories,Eyewear,Cat Eye,Fax,Germany,88507,88507,59050,2980,21,32,29457,32
2004,Personal Accessories,Eyewear,Trendi,Fax,Mexico,86375,86375,50878,1771,29,49,35497,49
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Brazil,85949,92417,45353,257,176,360,40596,334
2004,Personal Accessories,Watches,Venue,Fax,Germany,85890,85890,48987,1227,40,70,36903,70
2004,Personal Accessories,Eyewear,Maximus,Fax,Canada,85280,85280,42392,1066,40,80,42888,80
2004,Personal Accessories,Eyewear,Inferno,Fax,Canada,84695,84695,50623,1303,39,65,34072,65
2004,Personal Accessories,Eyewear,Maximus,Fax,Germany,83505,83505,41323,1034,40,81,42182,81
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Japan,80598,86664,42529,241,176,360,38068,334
2004,Personal Accessories,Knives,Single Edge,Fax,Japan,80139,86137,57694,6740,9,13,22444,12
2004,Personal Accessories,Navigation,Glacier GPS,Fax,Spain,77403,83228,56006,713,79,117,21397,109
2004,Personal Accessories,Eyewear,Cat Eye,Fax,Austria,75316,75316,49833,2668,19,29,25483,29
2004,Personal Accessories,Eyewear,Inferno,Fax,Austria,74230,74230,43717,1142,38,65,30513,65
2004,Personal Accessories,Navigation,Glacier GPS,Fax,Japan,73169,78676,52943,674,79,117,20227,109
2004,Personal Accessories,Eyewear,Trendi,Fax,Japan,72997,72997,42909,1502,29,49,30088,49
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,Mexico,72640,72640,37826,454,83,160,34814,160
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Finland,71568,76954,37765,214,176,360,33803,334
2004,Personal Accessories,Navigation,Trail Master,Fax,Japan,71540,71540,45497,196,232,365,26043,365
2004,Personal Accessories,Navigation,Trail Star,Fax,Japan,71148,71148,40857,462,88,154,30291,154
2004,Personal Accessories,Eyewear,Dante,Fax,Canada,70145,70145,44204,1618,27,43,25941,43
2004,Personal Accessories,Eyewear,Dante,Fax,France,68438,68438,42626,1614,27,42,25812,42
2004,Personal Accessories,Watches,TX,Fax,Austria,67664,67664,36996,359,103,189,30668,189
2004,Personal Accessories,Eyewear,Zone,Fax,France,67135,67135,44606,2196,20,31,22530,31
2004,Personal Accessories,Navigation,Glacier GPS,Fax,Singapore,66222,71205,47916,610,79,117,18306,109
2004,Personal Accessories,Eyewear,Fairway,Fax,Austria,65629,65629,38209,3257,12,20,27419,20
2004,Personal Accessories,Eyewear,Fairway,Fax,Canada,65326,65326,38335,3242,12,20,26991,20
2004,Personal Accessories,Watches,Venue,Fax,Mexico,65170,65170,36978,931,40,70,28192,70
2004,Personal Accessories,Binoculars,Seeker 35,Fax,Finland,64725,69597,47057,661,71,105,17669,98
2004,Personal Accessories,Knives,Edge Extreme,Fax,Japan,63781,68582,45840,573,80,120,17941,111
2004,Personal Accessories,Watches,Venue,Fax,Japan,62090,62090,35148,887,40,70,26942,70
2004,Personal Accessories,Eyewear,Fairway,Fax,Japan,61558,61558,35866,3055,12,20,25692,20
2004,Personal Accessories,Watches,TX,Fax,France,60960,60960,33240,325,102,188,27720,188
2004,Personal Accessories,Eyewear,Capri,Fax,Canada,58944,58944,38432,1539,25,38,20512,38
2004,Personal Accessories,Eyewear,Trendi,Fax,Austria,58320,58320,34285,1200,29,49,24036,49
2004,Personal Accessories,Watches,Legend,Fax,Mexico,56080,56080,31676,224,145,253,24405,253
2004,Personal Accessories,Eyewear,Cat Eye,Fax,Mexico,55590,55590,36824,1954,21,32,18766,32
2004,Personal Accessories,Navigation,Glacier Basic,Fax,Singapore,55564,57882,35380,1769,20,33,20184,31
2004,Personal Accessories,Eyewear,Dante,Fax,Austria,54883,54883,34138,1299,26,42,20745,42
2004,Personal Accessories,Eyewear,Inferno,Fax,Mexico,54275,54275,31967,835,38,65,22308,65
2004,Personal Accessories,Eyewear,Maximus,Fax,Japan,54080,54080,26590,676,39,80,27490,80
2004,Personal Accessories,Eyewear,Inferno,Fax,Japan,53040,53040,31229,816,38,65,21811,65
2004,Personal Accessories,Watches,Legend,Fax,Austria,52760,52760,29359,214,136,246,23401,246
2004,Personal Accessories,Knives,Single Edge,Fax,United States,51808,57574,38563,4505,9,13,13245,12
2004,Personal Accessories,Watches,Venue,Fax,Austria,51100,51100,28974,730,40,70,22126,70
2004,Personal Accessories,Eyewear,Trendi,Fax,Canada,50664,50664,30087,1012,30,50,20577,50
2004,Personal Accessories,Watches,Kodiak,Fax,Canada,48681,48681,26231,392,67,126,22450,126
2004,Personal Accessories,Watches,Lux,Fax,Japan,48382,48382,24589,299,83,163,23793,163
2004,Personal Accessories,Navigation,Glacier Basic,Fax,Spain,48317,50029,30580,1529,20,33,17737,32
2004,Personal Accessories,Watches,Venue,Fax,France,48160,48160,27379,688,40,70,20781,70
2004,Personal Accessories,Eyewear,Inferno,Fax,France,46215,46215,27278,711,38,65,18937,65
2004,Personal Accessories,Watches,Sam,Fax,Japan,45529,45529,27192,1014,27,45,18337,45
2004,Personal Accessories,Watches,Kodiak,Fax,Mexico,45473,45473,24825,378,66,120,20648,120
2004,Personal Accessories,Knives,Bear Edge,Fax,Japan,45280,47165,27389,1164,24,41,17891,39
2004,Personal Accessories,Binoculars,Seeker 35,Fax,France,45141,48539,32819,461,71,105,12323,98
2004,Personal Accessories,Eyewear,Cat Eye,Fax,France,44323,44323,29515,1638,18,28,14808,28
2004,Personal Accessories,Navigation,Trail Scout,Fax,Japan,43554,43554,27421,183,150,238,16133,238
2004,Personal Accessories,Watches,Sam,Fax,France,43014,43014,25693,958,27,45,17321,45
2004,Personal Accessories,Eyewear,Dante,Fax,Germany,42444,42444,26251,995,26,43,16193,43
2004,Personal Accessories,Knives,Double Edge,Fax,Singapore,42336,44113,30301,2651,11,17,12036,16
2004,Personal Accessories,Navigation,Glacier Deluxe,Fax,Singapore,41526,44652,26034,463,56,96,15492,90
2004,Personal Accessories,Binoculars,Seeker 50,Fax,Brazil,41282,44390,30644,331,93,134,10638,125
2004,Personal Accessories,Watches,Mountain Man Deluxe,Fax,Brazil,40726,43792,20943,537,39,82,19783,76
2004,Personal Accessories,Navigation,Trail Star,Fax,Mexico,40656,40656,23345,264,88,154,17311,154
2004,Personal Accessories,Eyewear,Maximus,Fax,Mexico,40560,40560,19938,507,39,80,20622,80
2004,Personal Accessories,Navigation,Glacier GPS,Fax,Brazil,40493,43540,29299,373,79,117,11194,109
2004,Personal Accessories,Watches,Infinity,Fax,Mexico,39880,39880,22291,170,131,233,17589,233
2004,Personal Accessories,Watches,TX,Fax,United States,39480,39480,21635,210,103,188,17845,188
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,Canada,38880,38880,23328,243,96,160,15552,160
2004,Personal Accessories,Eyewear,Maximus,Fax,Austria,38640,38640,18987,483,39,80,19653,80
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,Germany,38240,38240,19975,239,83,160,18265,160
2004,Personal Accessories,Eyewear,Fairway,Fax,France,38184,38184,22262,1895,12,20,15922,20
2004,Personal Accessories,Binoculars,Seeker Extreme,Fax,Brazil,37204,40005,20612,219,94,183,16591,170
2004,Personal Accessories,Navigation,Glacier Deluxe,Fax,United States,37132,39926,23279,414,56,96,13852,90
2004,Personal Accessories,Eyewear,Inferno,Fax,Germany,37050,37050,21960,570,39,65,15090,65
2004,Personal Accessories,Navigation,Glacier Basic,Fax,United States,36663,38021,23240,1162,20,33,13423,32
2004,Personal Accessories,Eyewear,Fairway,Fax,Mexico,35887,35887,20957,1781,12,20,14930,20
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,Japan,35520,35520,19187,222,85,160,16333,160
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Germany,35450,38118,18706,106,176,360,16744,334
2004,Personal Accessories,Navigation,Glacier Deluxe,Fax,Japan,34710,37322,21761,387,56,96,12949,90
2004,Personal Accessories,Watches,Kodiak,Fax,Germany,34633,34633,18521,277,67,124,16112,124
2004,Personal Accessories,Knives,Bear Survival Edge,Fax,Singapore,34418,37008,18045,401,45,92,16373,86
2004,Personal Accessories,Watches,Mountain Man Extreme,Fax,Japan,34307,36798,14524,125,116,294,19783,275
2004,Personal Accessories,Eyewear,Dante,Fax,Mexico,34265,34265,21199,811,26,42,13066,42
2004,Personal Accessories,Watches,Infinity,Fax,Germany,33920,33920,18475,150,132,233,15445,233
2004,Personal Accessories,Navigation,Trail Master,Fax,Canada,33215,33215,21476,91,236,365,11739,365
2004,Personal Accessories,Watches,Lux,Fax,Germany,32618,32618,17048,197,87,166,15570,166
2004,Personal Accessories,Binoculars,Seeker 35,Fax,Singapore,31432,33798,22852,321,71,105,8580,98
2004,Personal Accessories,Eyewear,Zone,Fax,Singapore,31242,31242,20654,1022,20,31,10588,31
2004,Personal Accessories,Navigation,Glacier GPS,Fax,United States,30505,32801,22073,281,79,117,8433,109
2004,Personal Accessories,Knives,Bear Survival Edge,Fax,Brazil,30076,32025,15615,347,45,92,14461,87
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,Austria,29920,29920,15423,187,85,160,14497,160
2004,Personal Accessories,Eyewear,Capri,Fax,France,29297,29297,18850,784,24,37,10448,37
2004,Personal Accessories,Watches,Lux,Fax,Mexico,29141,29141,14995,176,87,168,14145,168
2004,Personal Accessories,Eyewear,Trendi,Fax,Germany,29116,29116,17229,585,30,50,11887,50
2004,Personal Accessories,Eyewear,Hawk Eye,Fax,Germany,28998,28998,16849,716,23,41,12149,41
2004,Personal Accessories,Knives,Double Edge,Fax,Japan,28746,29952,20574,1800,11,17,8172,16
2004,Personal Accessories,Eyewear,Trendi,Fax,France,28507,28507,16810,584,29,49,11697,49
2004,Personal Accessories,Watches,Infinity,Fax,Japan,28340,28340,15459,125,125,228,12881,228
2004,Personal Accessories,Binoculars,Seeker Mini,Fax,Brazil,28200,30032,14040,351,40,86,14160,81
2004,Personal Accessories,Eyewear,Hawk Eye,Fax,Canada,28107,28107,16710,694,24,41,11397,41
2004,Personal Accessories,Binoculars,Opera Vision,Fax,Mexico,28050,28050,12860,255,50,110,15190,110
2004,Personal Accessories,Watches,Legend,Fax,France,27940,27940,15414,114,136,246,12526,246
2004,Personal Accessories,Knives,Single Edge,Fax,Germany,27454,29509,19765,2309,9,13,7689,12
2004,Personal Accessories,Watches,Legend,Fax,United States,26960,26960,15104,105,145,257,11856,257
2004,Personal Accessories,Navigation,Glacier GPS,Fax,Finland,26923,28949,19480,248,79,117,7442,109
2004,Personal Accessories,Binoculars,Ranger Vision,Fax,France,26880,26880,13175,168,77,160,13705,160
2004,Personal Accessories,Watches,Mountain Man Extreme,Fax,Brazil,26827,28260,11154,96,116,294,15673,280
2004,Personal Accessories,Knives,Bear Survival Edge,Fax,Japan,26607,28610,13950,310,45,92,12657,86
2004,Personal Accessories,Eyewear,Maximus,Fax,France,26320,26320,12927,329,39,80,13393,80
2004,Personal Accessories,Binoculars,Seeker Extreme,Fax,Japan,26162,28131,14494,154,94,183,11667,170
2004,Personal Accessories,Navigation,Glacier Deluxe,Fax,Brazil,25714,27582,16082,286,56,96,9632,90
2004,Personal Accessories,Navigation,Glacier GPS,Fax,France,25620,27548,18538,236,79,117,7082,109
2004,Personal Accessories,Knives,Single Edge,Fax,Sweden,25575,27490,18413,2151,9,13,7163,12
2004,Personal Accessories,Binoculars,Seeker Mini,Fax,France,25303,27208,12720,318,40,86,12583,80
2004,Personal Accessories,Navigation,Trail Scout,Fax,Mexico,25228,25228,15992,106,151,238,9236,238
2004,Personal Accessories,Navigation,Glacier Basic,Fax,Finland,25065,26111,15960,798,20,33,9105,31
2004,Personal Accessories,Binoculars,Opera Vision,Fax,Canada,24860,24860,11354,226,50,110,13506,110
2004,Personal Accessories,Knives,Max Gizmo,Fax,Mexico,24601,24601,11358,644,18,38,13243,38
2004,Personal Accessories,Watches,Mountain Man Deluxe,Fax,Japan,24572,26422,12636,324,39,82,11936,76
2004,Personal Accessories,Navigation,Glacier Basic,Fax,Japan,24531,25554,15620,781,20,33,8911,31
2004,Personal Accessories,Watches,TX,Fax,Singapore,24356,24356,13338,131,102,187,11018,187
2004,Personal Accessories,Watches,Kodiak,Fax,Austria,24301,24301,13193,202,65,120,11108,120
2004,Personal Accessories,Watches,Sam,Fax,Canada,24291,24291,14620,541,27,45,9671,45
2004,Personal Accessories,Knives,Single Edge,Fax,Spain,23840,25368,16992,1985,9,13,6848,12
2004,Personal Accessories,Navigation,Glacier Basic,Fax,Brazil,23773,24507,14980,749,20,33,8793,32
2004,Personal Accessories,Eyewear,Maximus,Fax,United States,23760,23760,11714,297,39,80,12046,80
2004,Personal Accessories,Eyewear,Dante,Fax,United States,23745,23745,14612,562,26,42,9133,42
2004,Personal Accessories,Eyewear,Capri,Fax,Germany,23520,23520,15173,616,25,38,8347,38
2004,Personal Accessories,Eyewear,Cat Eye,Fax,United States,23462,23462,15405,747,20,31,8058,31
2004,Personal Accessories,Navigation,Glacier GPS Extreme,Fax,Spain,23410,25172,12353,70,176,360,11057,334
2004,Personal Accessories,Binoculars,Seeker 35,Fax,United States,23403,25164,17014,239,71,105,6388,98
2004,Personal Accessories,Binoculars,Seeker 50,Fax,United States,23323,25079,17312,187,93,134,6010,125
2004,Personal Accessories,Eyewear,Zone,Fax,United States,23002,23002,15435,754,20,31,7566,31
2004,Personal Accessories,Binoculars,Seeker 35,Fax,Germany,22913,24638,16658,234,71,105,6255,98
2004,Personal Accessories,Knives,Edge Extreme,Fax,Germany,22707,24417,16320,204,80,120,6387,111
2004,Personal Accessories,Knives,Pocket Gizmo,Fax,France,22643,22643,8794,1856,5,12,13849,12
2004,Personal Accessories,Watches,Sam,Fax,Germany,22630,22630,13537,504,27,45,9092,45
2004,Personal Accessories,Navigation,Trail Master,Fax,Mexico,21900,21900,13966,60,233,365,7934,365
2004,Personal Accessories,Knives,Max Gizmo,Fax,France,21659,21659,10010,567,18,38,11649,38
2004,Personal Accessories,Navigation,Trail Scout,Fax,Austria,21658,21658,13664,91,150,238,7994,238
2004,Personal Accessories,Watches,Sam,Fax,Singapore,21597,21597,12903,481,27,45,8694,45
2004,Personal Accessories,Eyewear,Hawk Eye,Fax,Japan,21344,21344,12497,527,24,41,8846,41
2004,Personal Accessories,Navigation,Trail Star,Fax,Canada,20944,20944,12045,136,89,154,8899,154
2004,Personal Accessories,Watches,Infinity,Fax,France,20700,20700,11357,91,128,230,9343,230
2004,Personal Accessories,Eyewear,Bella,Fax,France,20605,20605,10982,317,35,65,9623,65
2004,Personal Accessories,Eyewear,Polar Sports,Fax,Singapore,20540,22086,10598,180,59,123,9941,114
2004,Personal Accessories,Navigation,Trail Master,Fax,Germany,20440,20440,13065,56,233,365,7375,365
2004,Personal Accessories,Eyewear,Inferno,Fax,United States,20280,20280,12021,312,39,65,8259,65
2004,Personal Accessories,Eyewear,Hawk Eye,Fax,France,20007,20007,11789,494,24,41,8218,41
2004,Personal Accessories,Eyewear,Fairway,Fax,Singapore,19707,19707,11481,978,12,20,8226,20
2004,Personal Accessories,Binoculars,Seeker 35,Fax,Japan,19682,21163,14309,201,71,105,5373,98
2004,Personal Accessories,Eyewear,Inferno,Fax,Singapore,19630,19630,11565,302,38,65,8065,65
2004,Personal Accessories,Knives,Edge Extreme,Fax,Sweden,19591,21065,14080,176,80,120,5511,111
2004,Personal Accessories,Navigation,Trail Star,Fax,Germany,19558,19558,11225,127,88,154,8333,154
2004,Personal Accessories,Eyewear,Trendi,Fax,United States,19246,19246,11425,396,29,49,7821,49
2004,Personal Accessories,Knives,Edge Extreme,Fax,United Kingdom,19145,20587,13760,172,80,120,5385,111
2004,Personal Accessories,Watches,Lux,Fax,France,19048,19048,9877,114,86,166,9171,166
2004,Personal Accessories,Binoculars,Seeker Extreme,Fax,Singapore,19027,20459,10541,112,94,183,8485,170
2004,Personal Accessories,Eyewear,Hawk Eye,Fax,Austria,18914,18914,11053,467,23,41,7860,41
